full_text,jenis_cyberbullying,is_bullying,clean,target
Cina doang minum es Lo Han Kuo malah mencret sejadi jadinya. Dari awal mesen penasaran pas nyoba eh kok gini rasanya. Kurang cocok di lidah. Tapi 38rb yakali ga diminum. https://t.co/ZY2NPER2l9,bukan cyberbullying,0,cina doang minum es lo han kuo malah mencret jadi jadi awal mesen penasaran pas nyoba eh kok gin rasa kurang cocok lidah rb yakali ga minum,orang_lain
@neVerAl0nely SDM rendah ga bisa kreatif kalo dicina udah dijadiin jus trus jualin ga pernah lo liat orang cina buang2 jeruk,sara,1,sdm rendah ga kreatif kalo cina udah dijadiin jus trus jualin ga pernah lo liat orang cina buang jeruk,orang_lain
koh I mau deh punya cafe game gitu. u kan berniat bangun kosan tuh gimana kalo sampingnya I bangun that cafe biar rame sama anak anak. atau I buat ternak ayak aja nanti cafe lo order telor ke I aja so our cuan muter di kita. captive bgt wkwkw otak cina,bukan cyberbullying,0,koh i mau deh punya cafe game gitu u kan niat bangun kosan tuh gimana kalo samping i bangun that cafe biar rame sama anak anak i buat ternak ayak aja cafe lo order telor i aja so our cuan muter captive bgt wkwkw otak cina,orang_lain
@tanyarlfes Giliran warga sipil warga lokal asli pas ngeruk cari emas malah di larang langsung di jemput polisi Anjing bilang nya ilegal gk ada izin ngerusak alam lah ini itu terus giliran tuh Tionghoa cina yg ngeruk yg ngerusak alam pejabat aparat malah,sara,1,gilir warga sipil warga lokal asli pas ngeruk cari emas malah larang langsung jemput polisi anjing bilang nya ilegal gk izin ngerusak alam lah terus gilir tuh tionghoa cina yg ngeruk yg ngerusak alam jabat aparat malah,tidak_diketahui
excited sendirian kaya gini tuh ga enak tititt kenapa lo maaih mau aja tahan atas dasar cina???,bukan cyberbullying,0,excited sendiri kaya gin tuh ga enak tititt lo maaih mau aja tahan atas dasar cina,orang_lain
IMUT BANGET LO CINA https://t.co/Mo4qw91KpJ,sara,1,imut banget lo cina,orang_lain
@brive__ Lo belajar bhs Cina?,bukan cyberbullying,0,lo ajar bhs cina,orang_lain
@tanyakanrl WKWKWKWKWK YA LO LIATLAH PEMERINTAHAN INDO AMA CINA. BANYAK SEKALI BEDANYA. WARGANYA JUGA WKWKWM,sara,1,wkwkwkwkwk lo liat perintah indo ama cina banyak sekali beda warga wkwkwm,orang_lain
@Lapuk_NungguHYX ya gak perez lah setelah nonton video nyanyi cina lo sambil main hulahup,bukan cyberbullying,0,gak perez lah nonton video nyanyi cina lo main hulahup,orang_lain
@baerinzx @pecelele01 Endingnya Toyy: kok kenalin ini cina dan lo nih kenalin baby ujin,sara,1,endingnya toyy kok kenalin cina lo nih kenalin baby ujin,orang_lain
@SoftWarNews Giliran seperti ini cina dipuji2 tp fakta lapangan dikonoha cina dimusuhi..dasar para munafik.,sara,1,gilir cina puji tp fakta lapang dikonoha cina musuh dasar munafik,tidak_diketahui
@MansahUli @mimimemey056 @tanyakanrl Bro kalo Lo mau tau China aja sempet bikin aturan 1 anak per keluarga untuk nanganin masalah ledakan penduduk ini program KB 2 anak aja Lo masalahin bawa² agama mana nyepong cina lagi. Sebelum komen banding²in sama n,sara,1,bro kalo lo mau tau china aja sempet bikin atur anak per keluarga nanganin masalah ledak duduk program kb anak aja lo masalahin bawa agama mana nyepong cina komen banding in sama n,orang_lain
@celciusxyz @SoftWarNews Nggaklah... Itu kan klan kadrun doank yg benci cina.... Lo mainya kurang jauh bro!!!,sara,1,nggaklah kan klan kadrun doank yg benci cina lo mai kurang jauh bro,orang_lain
@tedy_ang_ @SianiparRismon Ngomong apa Lo cina,sara,1,ngomong apa lo cina,orang_lain
@tanyakanrl Emng lo pikir Cina ngga nerapin wajib 1 anak ‍️,sara,1,emng lo pikir cina ngga nerapin wajib anak,orang_lain
ya industrinya maju salah satu pusat perekonomian dunia. liat aja barang yg lo pake rata rata dibuatnya di cina,bukan cyberbullying,0,industri maju salah satu pusat ekonomi dunia liat aja barang yg lo pake rata rata buat cina,orang_lain
@tanyakanrl Beda kualitas SDM nya. Lo bandingin aja cindo sama non cindo kayak gimana. Dan cindo pun masih kalah sama cina mainland. Kalo dalam catur. Lo punya 100 pion dan 100 rook atau bishop ya jelas beda lah.,sara,1,beda kualitas sdm nya lo bandingin aja cindo sama non cindo kayak gimana cindo kalah sama cina mainland kalo catur lo punya pion rook bishop jelas beda lah,orang_lain
@azharieazharou Butuh Visa kemana mana ada hubungannya dengan tuberculose yang sangat tinggi ??? Itu memang ada datanya atau hanya OPINI lo @azharieazharou Nomor 1 India 26% kasus Nomor 2 Indonesia 10% kasus Nomor 3 Cina 6.8% kasus. https://t.co/Vx2OsGm9o,penghinaan,1,butuh visa mana hubung tuberculose sangat tinggi memang data opini lo nomor india kasus nomor indonesia kasus nomor cina kasus,orang_lain
@tanyakanrl Karna org Cina pada mau belajar dan mereka juga di dorong untuk jadi anak pintar. Di Indo boro2. Dari atasnya aja ga begitu mendorong apalagi orang per orangannya. Lo pasti sering liatkan anak pada disuruh nyari duit dibanding sekolah dan kalo,sara,1,karna org cina mau ajar dorong jadi anak pintar indo boro atas aja ga dorong orang per orang lo sering liat anak suruh nyari duit banding sekolah kalo,orang_lain
@wakandarian @JOFF44137324 @EvandioMartin drpd lo cina di jp malah dibenci,sara,1,drpd lo cina jp malah benci,orang_lain
@randbelto marah mulu lo cina,sara,1,marah mulu lo cina,orang_lain
@radityamahdi Garam cina diii banyak pengedar juga disana dan yang make rentang umur 10 tahun - umuran lo lebih dikit lah,sara,1,garam cina diii banyak edar sana make rentang umur tahun umur lo lebih dikit lah,orang_lain
@Anti_Kadroenz @Tan_Mar3M lo pasti Cina keturunan pake nama Jawa,sara,1,lo cina turun pake nama jawa,orang_lain
@tontawanthekid ntar tiap belajar politik Eropa bagian slavic lu langsung menatapi kekasih kekasih cina lo itu,sara,1,ntar tiap ajar politik eropa bagi slavic lu langsung tatap kasih kasih cina lo,orang_lain
Dah kek irene kalo ke yerim mode baby-ing kalo ke jway mode unwanted child Emang roda selalu berputar (kecuali cina),bukan cyberbullying,0,dah kek irene kalo yerim mode baby ing kalo jway mode unwanted child emang roda selalu putar cina,tidak_diketahui
cowo korea paporit akuh ama cowo cina paporit akuh,bukan cyberbullying,0,cowo korea paporit akuh ama cowo cina paporit akuh,tidak_diketahui
@eightchaser Yoi abis itu lo travel berdua sama nyokap gue ke cina,bukan cyberbullying,0,yoi abis lo travel dua sama nyokap gue cina,diri_sendiri
Double 8 (Usahawan / Power &amp,bukan cyberbullying,0,double usahawan power amp,tidak_diketahui
pernah gak lo tbtb diajak ngomong orang cina,bukan cyberbullying,0,pernah gak lo tbtb ajak ngomong orang cina,orang_lain
lo pernah ga kenal orang yg alergi megang uang koin.? itu tangan nya dan badan nya langsung bentol2 REAL.! lu tempelin duit logam koin ke badan nya dia langsung bentol2.! IYA ITU KOKO.! emang ga boleh miskin kali cina itu wkwkwkwkk,bukan cyberbullying,0,lo pernah ga kenal orang yg alergi megang uang koin tangan nya badan nya langsung bentol real lu tempelin duit logam koin badan nya langsung bentol iya koko emang ga miskin kali cina wkwkwkwkk,orang_lain
@chelle_yesudas No lah. Anak India anak Cina anak Sino can go to Assunta.,sara,1,no lah anak india anak cina anak sino can go to assunta,tidak_diketahui
@sunghoonikeu Ada obat Cina namanya Lo Han Kuo ampuh banget di akuu,bukan cyberbullying,0,obat cina nama lo han kuo ampuh banget akuu,orang_lain
@eexxoo_7 Mestinya yg lo suruh vasektomi tuh cina pak serah deh mau cina mana bejubel populasinya mereka noh,sara,1,mesti yg lo suruh vasektomi tuh cina pak serah deh mau cina mana bejubel populasi noh,orang_lain
Equal sign day 2 dipost hihi mampus kau cewe cina iri kan lo Semoga ditandain jhope,bukan cyberbullying,0,equal sign day dipost hihi mampus kau cewe cina iri kan lo moga ditandain jhope,orang_lain
#Perak Pemilik kedai makan Ipoh - Ipoh Ajee Redzuan Ooi Abdullah 52 sibuk menyiapkan Mi Tikus yang dipesan oleh pelanggan di kedainya di perhentian bas Medan Kidd Ipoh. Mi Tikus yang diperbuat daripada me laksa pendek merupakan masakan Cina iaitu Lo Shi Fun dalam dialek https://t.co/isrHb8xo2I,bukan cyberbullying,0,perak milik kedai makan ipoh ipoh ajee redzuan ooi abdullah sibuk siap mi tikus pes langgan kedai henti bas medan kidd ipoh mi tikus buat me laksa pendek rupa masakan cina iaitu lo shi fun dialek,orang_lain
Mohon maaf ya bukannya rasis orang cina asli ini emang di negaranya ngga diajarin sopan santun kah? Ruang tunggu bandara tempat umum lo ini kakinya begitu dikira kursi rumahnya sendiri Loc : Bandar Udara Kalimarau Berau 5 Mei 2025 https://t.co/GW9yxNsclr,sara,1,mohon maaf bukan ras orang cina asli emang negara ngga diajarin sopan santun ruang tunggu bandara tempat umum lo kaki kira kursi rumah sendiri loc bandar udara kalimarau rau mei,orang_lain
@kontilsurontil @jinjamoella Eh lo hdp d goa mana? Kliatan gak prnh liat dunia luar. Yg lo liat cmn d skitar kmpung kumuh lo. Cb lo liat negara2 timteng apa populasinya over? Trs lo liat negara2 tapir ky korea cina jepang india itu patriarkinya gila2an. P,sara,1,eh lo hdp d goa mana kliatan gak prnh liat dunia luar yg lo liat cmn d skitar kmpung kumuh lo cb lo liat negara timteng apa populasi over trs lo liat negara tapir ky korea cina jepang india patriark gila an p,orang_lain
@adznyh @93SINSLJE Lu nyelem ke twit2 temen lo kek apa isinya. Kata gue mh gausah si paling pny fans cina aktris lain juga punya fanbase disana https://t.co/OVYmGVmGm8,sara,1,lu nyelem twit temen lo kek apa isi kata gue mh gausah si paling pny fans cina aktris punya fanbase sana,diri_sendiri
Gue sebenernya males bgt debat(mending debut yah biar bisa bestian sama hyebin) tapi gue cuman mau blg bisa-bisanya lo bertanya seberapa terkenal hyeri di cina? Maksud gue MENDING LO GAUSAH TANYA DEH TAKUT KENA MENTAL MENTIL MENTOL KALIAN,bukan cyberbullying,0,gue sebenernya males bgt debat mending debut yah biar bestian sama hyebin gue cuman mau blg bisa lo tanya berapa kenal hyeri cina maksud gue mending lo gausah tanya deh takut kena mental mentil mentol kalian,diri_sendiri
@swecrn @spiegeleiii @ARSIPAJA Bos lo cina ya?,sara,1,bos lo cina,orang_lain
@eli_seaa @convomf Lo faham arti menolak dengan compare sekolah di cina? Yg harus sadar diri lu ditipu sampe 3x,penghinaan,1,lo faham arti tolak compare sekolah cina yg sadar diri lu tipu sampe x,orang_lain
LO HAN KUO https://t.co/iNsXEL95zx salah satu OBAT CINA LEGENDARIS yang selalu aku stok di rumah: Lo Han Kuo isi 12 pcs‼️ buat kamu yang gampang banget kena panas dalam tenggorokan perih atau batuk kering ini jawaban dari semesta guys lo han kuo infusion ini tuh https://t.co/5ItO0hGxOy,bukan cyberbullying,0,lo han kuo salah satu obat cina legendaris selalu aku stok rumah lo han kuo isi pcs buat kamu gampang banget kena panas tenggorok perih batuk kering jawab semesta guys lo han kuo infusion tuh,diri_sendiri
@delievecanfly Kalo lo belinya di Jogja bolehlah 15k segitu. Kalo di kota besar spt Jakarta ya kudu ke pinggiran dan pasar tradisional. Lagian harga kelapa sekarang naiknya 2x lipat gara² diekspor ke Malaysia dan Cina...,bukan cyberbullying,0,kalo lo beli jogja boleh k segitu kalo kota besar spt jakarta kudu pinggir pasar tradisional lagi harga kelapa sekarang naik x lipat gara ekspor malaysia cina,orang_lain
YAEMANG ELU PENYEBAB NYA KOCAK??? bisa aja hobi luka karna lo genggam tangan dia kenceng banget?? yallah cina satu ini bebel bgt ya,bukan cyberbullying,0,yaemang elu sebab nya kocak aja hobi luka karna lo genggam tangan kenceng banget yallah cina satu bebel bgt,orang_lain
ternyata orang cina yaaa aaah anj babik kali lo,bukan cyberbullying,0,nyata orang cina yaaa aaah anj babik kali lo,orang_lain
@Cina_Soul Big Akwes wɔ hen wahyɛ atare foforɔ oo,sara,1,big akwes w hen wahy atare fofor oo,tidak_diketahui
Ngangguk mulu lo pil kayak hiasan kucing cina,bukan cyberbullying,0,ngangguk mulu lo pil kayak hias kucing cina,orang_lain
I've gotta draw this audio as Lin Lie Amadeus and Isaac like the one thats Lie lo kan chindo. Napa gabisa Bahasa cina si? Eh landak. Denger ya ga semua chindo bisa Bahasa cina Harusnya bisa lah Lie lo kan chindo. Gimana si? Tau nih DASAR KAMPUNG,bukan cyberbullying,0,i ve gotta draw this audio as lin lie amadeus and isaac like the one thats lie lo kan chindo napa gabisa bahasa cina si eh landak denger ga semua chindo bahasa cina harus lah lie lo kan chindo gimana si tau nih dasar kampung,orang_lain
@presidenRI2014 @kucilpung @ARSIPAJA hilirisasi nikel yg kenyang cina . mkasud lo itu salah satunya ?,sara,1,hilir nikel yg kenyang cina mkasud lo salah satu,orang_lain
Maunya juga gitu tapi kan lo semua selalu alesan HAM HAM tai kucing. Alesan itu juga yg bikin koruptor ga di Hukum Mati sama ga di Miskinin. Liat Cina udah jotos2an sama Amerika kita masih sibuk mikirin HAM sama Agama.,bukan cyberbullying,0,mau gitu kan lo semua selalu alesan ham ham tai kucing alesan yg bikin koruptor ga hukum mati sama ga miskinin liat cina udah jotos an sama amerika sibuk mikirin ham sama agama,orang_lain
2023 Japan nyaris ngalahin Cina lo waktu itu. Andai Hoki/Kabayashi ga aneh aneh,bukan cyberbullying,0,japan nyaris ngalahin cina lo waktu andai hoki kabayashi ga aneh aneh,orang_lain
@VeronicaKoman Coba lo ngomong ke RRC waktu buat program anak gak boleh lebih dari 1 tahun 70an oh lu gak tau lu bukan cina sih ya? Udah syukur dikasi solusi biar pertumbuhan penduduk bagus. Bla bla bla,sara,1,coba lo ngomong rrc waktu buat program anak gak lebih tahun an lu gak tau lu bukan cina sih udah syukur kasi solusi biar tumbuh duduk bagus bla bla bla,orang_lain
@hisquintessence Pokoknya pembela orang putih/orang barat/bule bakal gue perlakukan sama kayak penjajah. Goblok rasis sama warga negara sini jawa-jawir cina-cino tapi nyepong bule kontol. Lo bela mrk juga tetep aja ras lo tuh ras yg ad di indonesia gak ak,sara,1,pokok bela orang putih orang barat bule bakal gue laku sama kayak jajah goblok ras sama warga negara sini jawa jawir cina cino nyepong bule kontol lo bela mrk tetep aja ras lo tuh ras yg ad indonesia gak ak,diri_sendiri
@jwuniee tapi lo kerja sistem cina,sara,1,lo kerja sistem cina,orang_lain
Negara adalah otoritas tertinggi. Xi Jinping memastikan di cina g ada yang boleh ada yg diatas sistem negara. sekali ngebacot salah habis lo spt Jack Ma. akibatnya tiongkok jadi negara zzzssssuper. tapi tiongkok pemimpinnya hasil sistem merit yang berkualitas.,bukan cyberbullying,0,negara otoritas tinggi xi jinping pasti cina g yg atas sistem negara sekali ngebacot salah habis lo spt jack ma akibat tiongkok jadi negara zzzssssuper tiongkok pimpin hasil sistem rit kualitas,orang_lain
@detikcom Gmne laot bisa brmanfaat kalo di PAGERIN ma temen bokap Lo CINA PEKING Elo malah DYEM AJE KYA KURA² JAWIR... BANGKE.!! https://t.co/zFrxCg2zMi,sara,1,gmne laot brmanfaat kalo pagerin ma temen bokap lo cina peking elo malah dyem aje kya kura jawir bangke,orang_lain
@galagksi nenek cina lo,sara,1,nenek cina lo,orang_lain
@winterismyy Yaudh satu2 dlu lo pikirin bsk mau ke jpg mikirin heppy aja mau ketemu bibib. Gak usah cina kata gw sih ke thai ajaa cuy,bukan cyberbullying,0,yaudh satu dlu lo pikirin bsk mau jpg mikirin heppy aja mau ketemu bibib gak usah cina kata gw sih thai ajaa cuy,diri_sendiri
@winterismyy Bukan nya jpg? Knp tiba2 cina njir Yaudh pikirin cuy baik2 plus minus nya lo pikirin gampang cuti or nggak lo pikirin jg biar bs ketemu bibib,bukan cyberbullying,0,bukan nya jpg knp tiba cina njir yaudh pikirin cuy baik plus minus nya lo pikirin gampang cuti or lo pikirin jg biar bs ketemu bibib,orang_lain
@v4nc1_b0zz lah lo kan orang penyepong cina,sara,1,lah lo kan orang penyepong cina,orang_lain
Jatoh?! Why jatoh?! Lo dilempar batu dari atas?! Yes! Jatoh itu dari atas ke bawah! B Sindo - cina ke ID bukan jatoh tapi dibawa ke ID dan menetap in ID! 2030 lah yang jatoh!,bukan cyberbullying,0,jatoh why jatoh lo lempar batu atas yes jatoh atas bawah b sindo cina id bukan jatoh bawa id tetap in id lah jatoh,orang_lain
kalo lo bilang gini pas jaman kekaisaran cina besokannya udah dipenggal kali pala lo,bukan cyberbullying,0,kalo lo bilang gin pas jaman kaisar cina besok udah penggal kali pala lo,orang_lain
@Strategi_Bisnis Iya yang kena tarif itu orang amerika juga. Tapi kan dengan adanya kebijakan itu artinya ya lo ga usah beli produk cina. Yang rugi ya emang amerika cina masih bs jual ke negara lain dan asia sadaran empuk,bukan cyberbullying,0,iya kena tarif orang amerika kan ada bijak arti lo ga usah beli produk cina rugi emang amerika cina bs jual negara asia sadar empuk,orang_lain
@CommuterLine woy woy woy armada Lo ampas banget udah tau lagi panas2nya beneran jam segini masuk kereta udah kaya masuk oven njirrr posisi mau masuk stasiun pondok cina,kata kasar,1,woy woy woy armada lo ampas banget udah tau panas nya beneran jam gin masuk kereta udah kaya masuk oven njirrr posisi mau masuk stasiun pondok cina,orang_lain
@BigSmokeCh @Peroronchino0 lo ngetik ga bakal didengerin bang mereka cuma bisa bahasa cina,sara,1,lo ngetik ga bakal didengerin bang cuma bahasa cina,orang_lain
@JoanneShin15 @Raihan7102252 @sopransatu Ya kan tinggal dibalik aja kalo punya anak lebih dari 2 sisa anaknya ga dapet bantuan dari pemerintah. Cina dulu pake cara ini inggris jg pake ini. Setelah angka kelahiran menurun drastis tinggal ubah kebijakan. Lo,bukan cyberbullying,0,kan tinggal balik aja kalo punya anak lebih sisa anak ga dapet bantu perintah cina dulu pake cara inggris jg pake angka lahir turun drastis tinggal ubah bijak lo,orang_lain
Fangirling tuh yg nyantai aja gausah sambil cari validasi. Lo udh bisa konser korea cina LA buat pamer dan diakui juga kan gak dibawa mati. Rela sampe gelap mata gitu kan rugi.,bukan cyberbullying,0,fangirling tuh yg nyantai aja gausah cari validasi lo udh konser korea cina la buat pamer aku kan gak bawa mati rela sampe gelap mata gitu kan rugi,orang_lain
@tahilalats Nanya ke pedagang arab kata pedagang arab gw beli di pedagang cina pas ke cina ternyata itu cuma ada gudang aja dan importir nanya deh lo beli bahanya dimana ada tuh kebonnya di maluku yaudah akhirnya bablas ke maluku,bukan cyberbullying,0,nanya dagang arab kata dagang arab gw beli dagang cina pas cina nyata cuma gudang aja importir nanya deh lo beli bahanya tuh kebon malu yaudah akhir bablas malu,diri_sendiri
1.Yg kemarin RUU TNI up soal kapal perang cina melintas di selat Sunda pas lagi rame2nya isu RUU TNI sempat ada yg bahas soal perkuat logistik AL klo gitu malahan keras ke dalam keluar lembek ini soal RUU TNI yg udah disahkan 2. @prabowo lo kerja apaan sih kemarin di menhan???,bukan cyberbullying,0,yg kemarin ruu tni up soal kapal perang cina lintas selat sunda pas rame nya isu ruu tni sempat yg bahas soal kuat logistik al klo gitu malah keras keluar lembek soal ruu tni yg udah sah lo kerja apa sih kemarin menhan,orang_lain
@.AN semangka w ga apal usn lo soalnya dn nya jg huruf cina mang itu artinya apa https://t.co/0VNDL4QEYq,bukan cyberbullying,0,an semangka w ga apal usn lo soal dn nya jg huruf cina mang arti apa,orang_lain
tiap batuk pilek minum yang itu tuh apa sih kata mama obat batuk ibu dan anak yang kentel banget obatnya terus lo han kuo... pas aku eksim dulu juga salep cina langsung sembuh padahal diobatin pake salep dokter nyang hampir 700 rebu ntuh kagak sembuh sembuh,bukan cyberbullying,0,tiap batuk pilek minum tuh apa sih kata mama obat batuk ibu anak kentel banget obat terus lo han kuo pas aku eksim dulu salep cina langsung sembuh padahal diobatin pake salep dokter nyang hampir rebu ntuh kagak sembuh sembuh,diri_sendiri
️️ Alias mau pamer ke lo semua kalau Arjuna iya ARJUNA yang badannya setinggi tembok cina ini cuma boleh gue yang rasain. ️ ️️,bukan cyberbullying,0,alias mau pamer lo semua kalau arjuna iya arjuna badan setinggi tembok cina cuma gue rasain,diri_sendiri
lucunya pake bilang betingkah sih lo sok sok kuat. lemah pake teriak teriak emaknya juga ketawa .)) gw gak tau ituh obat cina sakitnya gak main main.,penghinaan,1,lucu pake bilang beting sih lo sok sok kuat lemah pake teriak teriak emaknya ketawa gw gak tau ituh obat cina sakit gak main main,diri_sendiri
@Juno390 @skiesbuffies @ARSIPAJA Orang miskin mau ga kerja serabutan kayak TKA Cina dikit2 ngeluh gaji kecil ga mau. Sebelom lo tanya tau drmana tau krn sodara gua sendiri begitu!,sara,1,orang miskin mau ga kerja serabutan kayak tka cina dikit ngeluh gaji kecil ga mau bom lo tanya tau drmana tau krn sodara gua sendiri,diri_sendiri
@InfosuporterID Bener kata temenku yg Chinese aku Poo gelem dipenjara 1 tahun tapi oleh korup 3-4 M....Cina Lo itung nya Mateng kalau soal cuan.,sara,1,bener kata temenku yg chinese aku poo gelem penjara tahun korup m cina lo itung nya mateng kalau soal cuan,diri_sendiri
@Kananmasuksurga @dhdaniheryanto @eryghi_ Mulut lo bau comberan anjing sok2an niru negara maju. Benahin dulu pemerintah korup kurikulum sekolah ekonomi pasar dagang dll. Kalau udh bener semua baru dah lo ngomong berbusa indon bisa tiru cina,kata kasar,1,mulut lo bau comberan anjing sok an niru negara maju benahin dulu perintah korup kurikulum sekolah ekonomi pasar dagang kalau udh bener semua baru dah lo ngomong busa indon tiru cina,orang_lain
@GtJakasatria @ardy_donny74500 @hnirankara Pembenci? Lu cina ya. Pantesan duit lo berguna di dunia Demokrasi.,sara,1,benci lu cina pantesan duit lo guna dunia demokrasi,orang_lain
@BasingK77969 @Bams_666 @prastow Lo juga tolol itu pajaknya nunggak bertahun tahun sama dendanya ya pasti nyampe 25 juta kayak gua punya motor cina pajaknya saya cek 5 jutaan berikut denda kalo dijual motor gua 700ribu.,penghinaan,1,lo tolol pajak nunggak tahun tahun sama denda nyampe juta kayak gua punya motor cina pajak saya cek juta ikut denda kalo jual motor gua ribu,diri_sendiri
@kayeteesa @storyofdom ini cina punya lo banyak sipit woo,sara,1,cina punya lo banyak sipit woo,orang_lain
eh cina taik dijaga ya mulutnya sblm w patahin gigi lo satu satu,bukan cyberbullying,0,eh cina taik jaga mulut sblm w patahin gigi lo satu satu,orang_lain
@lemuyapper cina kan pinter bisnisnya beb,sara,1,cina kan pinter bisnis beb,tidak_diketahui
@pandunus_tara @jokoanwar @DediMulyadi71 Opini macam apa ini anjing. Lo sendiri udh bantah argumen lo cina maju karena pejabat korup dihukum setimpal? Indon mampu kaga? Tolol. Satu lg cina maju bkn karena militer tp karena industrialisasi manfaatin bonus,kata kasar,1,opini macam apa anjing lo sendiri udh bantah argumen lo cina maju jabat korup hukum timpal indon mampu kaga tolol satu lg cina maju bkn militer tp industrialisasi manfaatin bonus,orang_lain
@democrazymedia Goblok! Gerakan intelektual diredam bukannya lo habisin koruptor atau jaga laut cina selatan! Tolol lu @Puspen_TNI @prabowo !,penghinaan,1,goblok gera intelektual redam bukan lo habisin koruptor jaga laut cina selatan tolol lu,orang_lain
@sarah_pndjtn Ywd Lo minggat aja ke Cina,sara,1,ywd lo minggat aja cina,orang_lain
@inijoejoe lo ngga tahu kali om pak prabowo deketin negara lain buat cari kekuatan dan cari dukungan memang hrs berkorban uang sedekah ke negara lain tapi nanti ada timbal baliknya. Menuju Indonesia Power mencari kekuatan penuh sama negara lain supaya men,bukan cyberbullying,0,lo ngga tahu kali om pak prabowo deketin negara buat cari kuat cari dukung memang hrs korban uang sedekah negara timbal balik tuju indonesia power cari kuat penuh sama negara men,orang_lain
@__PASMANTAP Hati hati Novell.... lo bentak² orang cina si Opung LUHUT BP nanti yg bakalan negur ente tara malah di reshuffle... Baek baek Noel sama org cina biar gk berurusan sama LUHUT BINSAR PANJAITAN...,sara,1,hati hati novell lo bentak orang cina si opung luhut bp yg bakal negur ente tara malah reshuffle baek baek noel sama org cina biar gk urus sama luhut binsar panjaitan,orang_lain
Terus jangan kira anak cina nasrani dengan kulit terang dan mata sipit di zaman itu bisa belajar dengan tentram di sekolah negeri ya bro. Lo sangat bisa digebukin orang tanpa lo bikin salah apa apa. Gw tetap berusaha lulus dengan nilai yang surprisingly tinggi sekali.,sara,1,terus jangan kira anak cina nasrani kulit terang mata sipit zaman ajar tentram sekolah negeri bro lo sangat digebukin orang lo bikin salah apa apa gw tetap usaha lulus nilai surprisingly tinggi sekali,diri_sendiri
@roselymarchela Waw ternyata banyak bgt rekomendasi obat buatan cina,bukan cyberbullying,0,waw nyata banyak bgt rekomendasi obat buat cina,tidak_diketahui
@pens22 @B3doel___ B Gue setuju Sama tindakan Cina satu ini APAAAA LO????? Puas banget gua liatnya mentang2 wamen harus banget dihormati? Rakyat aja ditindas kok dituntut hormat taiiikkk,kata kasar,1,b gue tuju sama tindak cina satu apaaaa lo puas banget gua liat mentang wamen banget hormat rakyat aja tindas kok tuntut hormat taiiikkk,diri_sendiri
@Acmilan18892020 @B3doel___ Terus klo ngk ada cina lu mau nih negara di kuasain sm orang yaman?,sara,1,terus klo ngk cina lu mau nih negara kuasain sm orang yaman,orang_lain
@seorhaine Lo apa banteng? Tapi lo petasan cina sih.,sara,1,lo apa banteng lo petas cina sih,orang_lain
Sorry banget main ss story ig lo morgan tapi ini kaya cakepnya ga ada obat buset wkwkwkwk cina cakep ga ada obat Efek si edwin bener bener dah wkwkwk. Pak edwin is your best performance so far @morganoey aslik. https://t.co/deKsTNo24M,bukan cyberbullying,0,sorry banget main ss story ig lo morgan kaya cakep ga obat buset wkwkwkwk cina cakep ga obat efek si edwin bener bener dah wkwkwk pak edwin is your best performance so far aslik,orang_lain
@tanyarlfes Babi putih kok ngatur ngatur atur aja konflik negara lo ama cina sono,kata kasar,1,babi putih kok ngatur ngatur atur aja konflik negara lo ama cina sono,orang_lain
LO HAN KUO https://t.co/iNsXEL95zx salah satu OBAT CINA LEGENDARIS yang selalu aku stok di rumah: Lo Han Kuo isi 12 pcs‼️ buat kamu yang gampang banget kena panas dalam tenggorokan perih atau batuk kering ini jawaban dari semesta guys lo han kuo infusion ini tuh https://t.co/PxYPlsBMZs,bukan cyberbullying,0,lo han kuo salah satu obat cina legendaris selalu aku stok rumah lo han kuo isi pcs buat kamu gampang banget kena panas tenggorok perih batuk kering jawab semesta guys lo han kuo infusion tuh,diri_sendiri
@_yourbabygurlxo Kok aku baru tahu sih klo tas dior buatan cina,bukan cyberbullying,0,kok aku baru tahu sih klo tas dior buat cina,diri_sendiri
Gw ke iphone: bukan era lo lagi hp cina master race,bukan cyberbullying,0,gw iphone bukan era lo hp cina master race,diri_sendiri
@Amarjit_Sengha @ApekCinaTZH The point is aku nk tekan pasal education free tiber ckp pasal subsidi ko ingat bantuan utk India takde ke? Lenkali bukak otak sempit ko tu. India dgn cina kat Malaysia tak discriminatedpon. Lo ja samseng cakap tak pakai otak.,penghinaan,1,the point is aku nk tekan pasal education free tiber ckp pasal subsidi ko ingat bantu utk india takde lenkali bukak otak sempit ko tu india dgn cina kat malaysia tak discriminatedpon lo ja samseng cakap tak pakai otak,diri_sendiri
@ibnutheworId Tapi banyak bencong harrassing cowok wkwk. Emang balik lagi ke orangnya bukqn community nya,penghinaan,1,banyak bencong harrassing cowok wkwk emang balik orang bukqn community nya,tidak_diketahui
Aku Jadi bencong karena suka sama cowok tapi malah diajakin ngentot sama cewek ko dia tolol sih,kata kasar,1,aku jadi bencong suka sama cowok malah diajakin ngentot sama cewek ko tolol sih,diri_sendiri
@fhrizall @yoonohmesowell Udah gausah sok pinter ya pendek in this 2025 ga perlu dijelasin lagi urusin noh body buntet lu. Malu sama cowok yang lu bilang bencong itu tapi dia lebih tinggi embrassing,body shaming,1,udah gausah sok pinter pendek in this ga perlu dijelasin urusin noh body buntet lu malu sama cowok lu bilang bencong lebih tinggi embrassing,orang_lain
